Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained
D076,Luke,"Does shooting disturbance affect diving ducks wintering on large shallow lakes? A case study on Lough Neagh, Northern Ireland","Evans, DM.",2001,Biological Conservation,Overwinter,Site,Northern Ireland,Europe,multi-species,Aythya ferina,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,They looked at the abundace of four waterfowl species in relation to the shore when hunting took place and then later in the winter when hunting stopped. For all species besides goldeneye birds were futher from the shore during the hunting season but since these species just roosted during the day then they concluded that this would not have an effect on the  birds. Goldeneye didn't show this difference in abundacne and wer ethe only species that fed during the day. So the only species that actually foraged a lot during the day did not show chnaged in abundacne due to shooting,,Yes
D076,Luke,"Does shooting disturbance affect diving ducks wintering on large shallow lakes? A case study on Lough Neagh, Northern Ireland","Evans, DM.",2001,Biological Conservation,Overwinter,Site,Northern Ireland,Europe,multi-species,Aythya fugila,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,They looked at the abundace of four waterfowl species in relation to the shore when hunting took place and then later in the winter when hunting stopped. For all species besides goldeneye birds were futher from the shore during the hunting season but since these species just roosted during the day then they concluded that this would not have an effect on the  birds. Goldeneye didn't show this difference in abundacne and wer ethe only species that fed during the day. So the only species that actually foraged a lot during the day did not show chnaged in abundacne due to shooting,,Yes
D076,Luke,"Does shooting disturbance affect diving ducks wintering on large shallow lakes? A case study on Lough Neagh, Northern Ireland","Evans, DM.",2001,Biological Conservation,Overwinter,Site,Northern Ireland,Europe,multi-species,Aythya marila,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,They looked at the abundace of four waterfowl species in relation to the shore when hunting took place and then later in the winter when hunting stopped. For all species besides goldeneye birds were futher from the shore during the hunting season but since these species just roosted during the day then they concluded that this would not have an effect on the  birds. Goldeneye didn't show this difference in abundacne and wer ethe only species that fed during the day. So the only species that actually foraged a lot during the day did not show chnaged in abundacne due to shooting,,Yes
D076,Luke,"Does shooting disturbance affect diving ducks wintering on large shallow lakes? A case study on Lough Neagh, Northern Ireland","Evans, DM.",2001,Biological Conservation,Overwinter,Site,Northern Ireland,Europe,multi-species,Bucephala clangula,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Site,Local abundance,No,Neutral,NA,They looked at the abundace of four waterfowl species in relation to the shore when hunting took place and then later in the winter when hunting stopped. For all species besides goldeneye birds were futher from the shore during the hunting season but since these species just roosted during the day then they concluded that this would not have an effect on the  birds. Goldeneye didn't show this difference in abundacne and wer ethe only species that fed during the day. So the only species that actually foraged a lot during the day did not show chnaged in abundacne due to shooting,,Yes
D076,Luke,"Does shooting disturbance affect diving ducks wintering on large shallow lakes? A case study on Lough Neagh, Northern Ireland","Evans, DM.",2001,Biological Conservation,Overwinter,Site,Northern Ireland,Europe,multi-species,Aythya ferina,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,No,Neutral,NA,Compared the behaviour of ducks during and after the hunting season had closed. The proportion fo time feeding increased when the hunting season closed but the author concluded there was not much of an effects as the increase in feeding could be put down to increased feeding to put on fat ready for migration,,Yes
D076,Luke,"Does shooting disturbance affect diving ducks wintering on large shallow lakes? A case study on Lough Neagh, Northern Ireland","Evans, DM.",2001,Biological Conservation,Overwinter,Site,Northern Ireland,Europe,multi-species,Aythya fugila,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,TAB,No,Neutral,NA,Compared the behaviour of ducks during and after the hunting season had closed. The proportion fo time feeding increased when the hunting season closed but the author concluded there was not much of an effects as the increase in feeding could be put down to increased feeding to put on fat ready for migration,,Yes
D077,Luke,Effect of a spring hunt on nutrient storage by greater snow geese in southern Quebec,"Feret, M.",2003,Journal of Wildlife Management,Migration,Site,Canada,North America,single-species,Chen caerulescens,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Physiological,Body condition,Yes,Negative,NA,They compared the fat stores and breast muscle size (protein store) of staging Snow geese during 2 years when hutning took place and 2 years when it didn't take place. Birds arrived in similar conditon in all years but at the end of spring staging in hunting years birds had 29-48% less abdominal fat and 5-11% lighter breast muscles. They looked at diet and it showed reduced corn intake for one of the hunting years but not the other and decline in condition was put down to hunting disturbance. ,,Yes
D078,Luke,Responses of Eurasian woodcock Scolopax rusticola to simulated hunting disturbance,"Ferrand, Y.",2013,Wildlife Biology,Overwinter,Regional,France,Europe,single-species,Scolopax rusticola,Waders,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Behavioural,TAB,No,Neutral,NA,"Examined behaviour/movement of Woodcock at a large site. Compared birds in hunting area, no hunting area and birds in no hunting area that were intentionally disturned 5 times per week during the day. Activity time (measured by the tag) was the same during the day for all groups but differed at night but they do not say how the groups differed. Looked as though activity time might have been lowest for the woodcocks in hunting area at night. Not a clear effect through so put the effect as neutral",,Yes
D078,Luke,Responses of Eurasian woodcock Scolopax rusticola to simulated hunting disturbance,"Ferrand, Y.",2013,Wildlife Biology,Overwinter,Regional,France,Europe,single-species,Scolopax rusticola,Waders,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Behavioural,Movement,No,Neutral,NA,"Examined behaviour/movement of Woodcock at a large site. Compared birds in hunting area, no hunting area and birds in no hunting area that were intentionally disturned 5 times per week during the day. There was no difference in pattern or frequency of commuting flight between groups and birds in hunting area didn't move more than birds in none hunting areas during the day when mainly roosting. ",,Yes
D078,Luke,Responses of Eurasian woodcock Scolopax rusticola to simulated hunting disturbance,"Ferrand, Y.",2013,Wildlife Biology,Overwinter,Regional,France,Europe,single-species,Scolopax rusticola,Waders,Yes,Site: Disturbed vs non-disturbed/protected area,Wildfowling,Shooting,Behavioural,Habitat selection,No,Neutral,NA,"Examined behaviour/movement of Woodcock at a large site. Compared birds in hunting area, no hunting area and birds in no hunting area that were intentionally disturned 5 times per week during the day. There was no change over the study in night time foraging site for any group. ",,Yes
D079,Luke,Determinants of preferred intertidal feeding habitat for Eastern Curlew: A study at two spatial scales,"Finn, PG.",2007,Austral Ecology,Overwinter,Regional,Australia,Australasia,single-species,Numenius madagascariensis,Waders,No,NA,Recreational,Bait digging,Behavioural,Habitat selection,No,Neutral,NA,Counted Eastern Curlews at sites across the region. They recorded whether humans were present on each of the eight counts at each of the 160 sites. They didn't find any influence of the precence of humans (mainly bair-diggers) on habitat selection. Subtrate resistance was the most important variable in the models. ,,Yes
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Haematopus ostralegus,Waders,No,Disturbance type,Recreational,Index,Behavioural,Vigilance,Yes,Negative,NA,Vigilance increased in this species in response to faster human activities. I.e. vigilance was greater if people or dogs were running compared to people just sitting and mid for people and dogs walking. ,,Yes
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Numenius arquata,Waders,No,Disturbance type,Recreational,Index,Behavioural,Vigilance,Yes,Negative,NA,Vigilance increased in this species in response to faster human activities. I.e. vigilance was greater if people or dogs were running compared to people just sitting and mid for people and dogs walking. ,,Yes
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Tringa totanus,Waders,No,Disturbance type,Recreational,Index,Behavioural,Vigilance,Yes,Negative,NA,Vigilance increased in this species in response to faster human activities. I.e. vigilance was greater if people or dogs were running compared to people just sitting and mid for people and dogs walking. ,,Yes
D080,Luke,Effects of recreational disturbance on the foraging behaviour of waders on a rocky beach,"Fitzpatrick, S.",1998,Bird Study,Overwinter,Site,Northern Ireland,Europe,multi-species,Haematopus ostralegus,Waders,No,Disturbance type,Recreational,Walking,Behavioural,Feeding,No,Neutral,NA,"Feeding rates were largely unchanges in response to different human acitvity (walking, vs sitting vs running). There was some marginal effects but there was no bonferonni correction and these marginal effects could just be due to multiple testing problems. Interestingly for Curlew and Oystercatcher captrue success rates when foraging actually increasedf with closer human proximity",,Yes
