Paper_ID,Assigned_to,Title,Lead_author,Year,Journal,Time_of_Year,Spatial_scale,Country,Continent,Taxonomic_scope,Species,Taxonomic_group,Quarry_Species,Comparison,Disturbance_Type,Disturbance_Specific,Response_Type,Response_Specific,Effect_YN,Effect_PNN,FID_Distance,Synopsis,Notes,Paper_Retained,,,,,,,,
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser anser,Geese,Yes,NA,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,NA,"In the two sites with higher shooting intensities, greylag geese redistributed themselves over the landscape.",NA,Yes,,,,,,,,
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser anser,Geese,Yes,NA,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"Where shooting free areas were establsihed, local abundance of geese rapidly increased.",NA,Yes,,,,,,,,
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser brachyrhynchus,Geese,Yes,NA,Wildfowling,Shooting,Behavioural,Movement,No,Neutral,NA,Pink-footed geese geese did not change their roost departure behaviour in response to shooting.,NA,Yes,,,,,,,,
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser brachyrhynchus,Geese,Yes,NA,Wildfowling,Shooting,Behavioural,Habitat selection,No,Neutral,NA,Pink-footed geese only marginally redistributed themselves during the day time. Weak behavioural responses suggest adjusting to the diurnal regulation was less attractive than moving to undisturbed sites.,Useful example of weak influence of hunting regulations on behaviour.,Yes,,,,,,,,
D125,Liam,Can geese adjust their clocks? Effects of diurnal regulation of goose shooting,"Madsen, J.",2001,Wildlife Biology,Migration,Regional,Denmark,Europe,multi-species,Anser brachyrhynchus,Geese,Yes,NA,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"Where shooting free areas were establsihed, local abundance of geese rapidly increased.",NA,Yes,,,,,,,,
D126,Liam,Are body condition and reproductive effort of laying Greater Snow Geese affected by the spring hunt?,"Mainguy, J.",2002,Condor,Breeding (carry-over),Site,Canada,North America,single-species,Anser carulescens,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Physiological,Body condition,Yes,Negative,NA,"Examined the carry-over effects of a spring hunt on the staging grounds in Quebec on the body condition and reproductive output of Snow Geese breeding on Bylot Island in Canada. Measured body condition metrics from females collected during breeding - whole body mass, dry breast muscle (protein), abdominal fat, index of total body fat. All body condition indices were lower in the years with a spring hunt.",NA,Yes,,,,,,,,
D127,Liam,Are body condition and reproductive effort of laying Greater Snow Geese affected by the spring hunt?,"Mainguy, J.",2002,Condor,Breeding (carry-over),Site,Canada,North America,single-species,Anser carulescens,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Demographic,Productivity (carry-over),Yes,Negative,NA,Examined productivity of Snow Geese in the years with and without a spring hunt by following radio-tracked females. Fewer females nested in the years with a spring hunt (9% vs 56% respectively).,NA,Yes,,,,,,,,
D127,Liam,Chronology of Autumn migration by greater snow geese,"Maisonneuve, C.",1992,Journal of Wildlife Management,Migration,Regional,Canada,North America,single-species,Anser carulescens,Geese,Yes,Shooting vs non-shootting,Wildfowling,Shooting,Behavioural,Movement,No,Neutral,NA,"Looked at the effect of density dependence and hunting pressure on the time Snow Geese spent on the spring staging areas in Canada during autumn migration using re-sightings of colour-marked individuals. Staging length was not related to age, sex or status. Birds which primarily used sites with high hunting pressure did not have shorter staging periods than others and in fact in some years the opposute was true, with birds staging longer at the site with the highest hunting pressure, possibly due to lower intake rates and/or higher energy expenditure.",NA,Yes,,,,,,,,
D131,Liam,Water body type and group size affect the flight initiation distance of European waterbirds,"Mayer, M.",2019,PLoS One,Overwinter,Regional,Norway,Europe,multi-species,Multiple,Multiple,No,NA,Recreational,Boating,Behavioural,FID,NA,NA,NA,"Examined the flight intiation distances of 7 waterfowl species (and Cormorant, Dipper and Grey Heron) to experimental approach by a motorboat on three rivers and three lakes in SE Norway. FID varied between species. Across all species, FID was larger on lakes than rivers and increased with increasing group size and starting distance. Emphasises the importance of controlling for accounting for habitat characteristics, such as waterbody type, when studying behavioural responses to disturbance, as they can affect visibility of stimuli, group size and potentially animal behaviour.","Not really analysing a disturbanc effect, just testing for sources of variation in FID.",Yes,,,,,,,,
D131,Liam,Water body type and group size affect the flight initiation distance of European waterbirds,"Mayer, M.",2019,PLoS One,Overwinter,Regional,Norway,Europe,multi-species,Anas platyrhyncos,Duck,No,NA,Recreational,Boating,Behavioural,FID,NA,NA,NA,"When analysed separately for Mallards, FID increased with increasing starting distance on lakes but not rivers, likely because birds on lakes have more time to evaluate the approaching object and take flight at great distance.","Not really analysing a disturbanc effect, just testing for sources of variation in FID.",Yes,,,,,,,,
D131,Liam,Water body type and group size affect the flight initiation distance of European waterbirds,"Mayer, M.",2019,PLoS One,Overwinter,Regional,Norway,Europe,multi-species,Bucephela clanga,Duck,No,NA,Recreational,Boating,Behavioural,FID,NA,NA,NA,"When analysed separately for Goldeneye, FID increased with increasing starting distance on lakes but not rivers, likely because birds on lakes have more time to evaluate the approaching object and take flight at great distance.","Not really analysing a disturbanc effect, just testing for sources of variation in FID.",Yes,,,,,,,,
D132,Liam,Informing wetland management with waterfowl movement and sanctuary use responses to human-induced disturbance,"McDuie, F.",2021,Journal of Environmental Management,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Movement,Yes,NA,NA,"Examined the effect of hunting pressure on the movement behaviour an habitat selection of radio-tracked dabbling ducks of three species (Mallard, Pintail, Gadwall) in California's Central Valley. Also compared movement behaviour during high (day time), intermediate (dawn/dusk) and low (night) hunting pressure within the hunting season. Once the hunting season opened, the movement patterns of tracked ducks changed. Flight time and distance more than doubled during moderate and low disturbance and increased by around 50% during high disturbance periods. Two weeks after the hunting seaosn opened, flight decreased in all disturbance levels but was only lower than pre-hunt season during high disturbance periods. Suggests realtively rapid adjustment to disturbance.",Useful paper - habituation!,Yes,,,,,,,,
D132,Liam,Informing wetland management with waterfowl movement and sanctuary use responses to human-induced disturbance,"McDuie, F.",2021,Journal of Environmental Management,Overwinter,Regional,USA,North America,multi-species,Multiple,Duck,Yes,Season: Shooting vs non-shooting,Wildfowling,Shooting,Behavioural,Habitat selection,Yes,NA,NA,"Following the start of the hunting season, sanctuary use tripled during low and moderate disturbance and increased by ~50% during high disturbance. After two weeks, sanctuary use decreased at night, but not to pre-hunting levels while day time use doubled from ~45% to >80%. Again suggests rapid behavioural adaptation to the onset of hunting disturbance.",During the autumn hunting season but not migration,Yes,,,,,,,,
D133,Liam,Waterbird responses to regular passage of a birdwatching tour boat: Implications for wetland management,"McFadden, TN.",2017,Journal for Nature Conservation,Overwinter,Site,Spain,Europe,multi-species,Multiple,Multiple,No,NA,Recreational,Boating,Behavioural,FID,NA,NA,NA,"Used observational studies to measure flight responses of wintering waterbirds to a birdwatching tour boat at SMNP, an estuary in Northern Spain. A single tour boat caused low levels of disturbance, flushing 0.3% of non-target and 2.8% of target species within the wetland - more pronounced in target species due to smaller pops. FID varied between species and wing-loading was positively associated with flight distance following disturbance. Disturbance was greatest in narrow channels when boats had to pass within 100m of birds - recommended buffer distance.",Management paper looking at species-specific buffer zones - doesn't test a specific disturbance effect but useful context in that it shows FID varies with species traits.,Yes,,,,,,,,
D134,Liam,Waterfowl-habitat associations during winter in an urban North Atlantic estuary,"McKinney, RA.",2006,Biological Conservation,Overwinter,Site,USA,North America,multi-species,Multiple,Multiple,Yes,NA,Wildfowling,Shooting,Site,Local abundance,Yes,Negative,NA,"Tested the effect of hunting intensity and environmental covariates on the local abundance and community composition at sites around Narragansett Bay, USA. Local abundance of ducks increased with decreasing hunting activity, however it is impossible to isolate the relative importance of hunting and different habitat variables as hunting activity was included in all models.",Relationships correlative - do not imply cause and effect. Correlations small due to small sample sizes - relatively weak evidence.,Yes,,,,,,,,
D134,Liam,Waterfowl-habitat associations during winter in an urban North Atlantic estuary,"McKinney, RA.",2006,Biological Conservation,Overwinter,Site,USA,North America,multi-species,Multiple,Multiple,Yes,NA,Wildfowling,Shooting,Site,Comminity composition,Yes,Negative,NA,"Waterfowl species richness decreased with increasing hunting activity, however it is impossible to isolate the relative importance of hunting and different habitat variables as hunting activity was included in all models.",Relationships correlative - do not imply cause and effect. Correlations small due to small sample sizes - relatively weak evidence.,Yes,,,,,,,,
D135,Liam,"Buses, Cars, Bicycles and Walkers The Influence of the Type of Human Transport on the Flight Responses of Waterbirds","McLeod, EM.",2013,PLoS One,Overwinter,Site,Australia,Australasia,multi-species,Multiple,Multiple,No,Disturbance type,Recreational,Walking,Behavioural,FID,NA,NA,NA,"Investigated the effect of different recreational disturbance stimuli on the FID of waterbirds based on experimental trials at a sweage works in Victoria, Australia. Five stimulus types, one walker, three walkers, bicycle, car and bus. For all stimuli, FID increased with increasing start distance. There were differences in FID between stimulus types although the magnitude of these differences varied with species. Walkers generally ilicited the highest level of response compared with cyclists and motor vehicles, although this difference was not significant for all species and effect sizes were small. Where differences existed (56% of 25 cases), humans on foot always evoked smaller FID than humans on foot.",NA,Yes,,,,,,,,
